ItemName,Function,adjacentFunc
$IMIqpmn,"""100.0 x ([$IMIqni] / [$IMIqsale])""",['$IMIqni' '$IMIqsale']
$IMItorp,"""([$IMIwest] - [$IMIAct]) / [PRICE]""",['$IMIAct' '$IMIwest']
$trerev,"""if(screen( $TRNumUp = 0 & $TRNumDn = 0),0.0,([$TRNumUp] - [$TRNumDn]) / ([$TRNumUp] + [$TRNumDn]))""",['$TRNumDn' '$TRNumUp']
$JACsizeW,"""if(screen(HOLDINGS in JAPAN INDEX > 0),1.0,[$NA])""",['$NA']
$GIPsize,"""if(screen(HOLDINGS in GIPLUNI2 > 0),1.0,[$NA])""",['$NA']
$GIMsize,"""if(screen(HOLDINGS in GIMLRG > 0),1.0,[$NA])""",['$NA']
$GINsize,"""if(screen(HOLDINGS in GINLUNIV > 0),1.0,if(screen(HOLDINGS in GINSUNIV > 0),0.0,[$NA]))""",['$NA']
$GIAsize,"""if(screen(HOLDINGS in GIASUNIV > 0),0.0,if(screen(HOLDINGS in GIALUNIV > 0),1.0,[$NA]))""",['$NA']
$iep,"""[$IBepsAct] / [PRICE]""",['$IBepsAct']
$ibfy1ep,"""[$ibmnfz1] / [PRICE]""",['$ibmnfz1']
$ibfy2ep,"""[$ibmnfz2] / [PRICE]""",['$ibmnfz2']
$UACsizeR,"""if(screen(HOLDINGS in RUSS3000 INDEX > 0),1.0,[$NA])""",['$NA']
$FrFY1toP,"""[$MEANFY1] / [PRICE]""",['$MEANFY1']
$PtoFrFY1,"""[PRICE] / [$MEANFY1]""",['$MEANFY1']
$NONGC,"""if(screen(HOLDINGS in CSGC > 0),0.0,1.0)""",[]
$nonGC5a,"""if(screen($NONGC = 0 & $NONGC on PDD-1 = 0 & $NONGC on PDD-2 = 0 & $NONGC on PDD-3 = 0 & $NONGC on PDD-4 = 0),0.0,1.0)""",['$NONGC']
$3yrmomj,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: JLCUNIV2],[RETT from PDM-36 to PD])""",[]
$3yrmomp,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: PLCUNIV2],[RETT from PDM-36 to PD])""",[]
$3yrmomE,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: EACUNIV3],[RETT from PDM-36 to PD])""",[]
$3yrmomn,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: NAMUNI12],[RETT from PDM-36 to PD])""",[]
$1yrmomN,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: NAMUNI12],[MOMENTUM])""",[]
$1yrMomE,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: EACUNIV3],[MOMENTUM])""",[]
$1yrMomJ,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: JLCUNIV2],[MOMENTUM])""",[]
$1yrmomP,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: PLCUNIV2],[MOMENTUM])""",[]
$1yrMomEM,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: EMUNIV10],[MOMENTUM])""",[]
$nongcLC,"""if(screen(HOLDINGS in CSGC > 0 & HOLDINGS in UBSGC > 0),0.0,1.0)""",[]
$nonGC5,"""0.0""",[]
$lcnongc,"""if(screen(HOLDINGS in CSGC > 0 & HOLDINGS in UBSGC > 0),0.0,1.0)""",[]
$rssec5bk,"""[$relstr3m] - [$relstr3m group: MSINDGRP mean within portfolio: NAACUNIV]""",['$relstr3m']
$rssec6bk,"""if([$rssec5bk],if(screen($rssec5bk > -99.9999),[$rssec5bk],-99.9999),[$rssec5bk])""",['$rssec5bk']
$wsm_armF,"""[$wsm_new]""",['$wsm_new']
$wsm_eqrf,"""[$eqaswasU] | [$eqnew]""",['$eqaswasU' '$eqnew']
$mdvol2,"""[MEDVOL 30 hi:6]""",[]
$SHSO,"""1.0 / [SHSO] / 1000.0""",[]
$ad01fcst,"""[$gd02fcst] | [$ii19fcst]""",['$gd02fcst' '$ii19fcst']
$dxSupply,"""[$dmndQty] / [$UtilNew]""",['$UtilNew' '$dmndQty']
$MomTREM,"""log(1.0 + ([$1yrMomEM] / 100.0))""",['$1yrMomEM']
$MomTREu,"""log(1.0 + ([$1yrMomE] / 100.0))""",['$1yrMomE']
$3yrMTRPa,"""log(1.0 + ([$3yrmomp] / 100.0))""",['$3yrmomp']
$3YrMTREu,"""log(1.0 + ([$3yrmomE] / 100.0))""",['$3yrmomE']
$3yrMTRJa,"""log(1.0 + ([$3yrmomj] / 100.0))""",['$3yrmomj']
$MomTRJa,"""log(1.0 + ([$1yrMomJ] / 100.0))""",['$1yrMomJ']
$qliab2bk,"""[$qliab] / [$qbook]""",['$qbook' '$qliab']
$rssec6TR,"""log(1.0 + ([$rssec6] / 100.0))""",['$rssec6']
$3yrMTRNa,"""log(1.0 + ([$3yrmomn] / 100.0))""",['$3yrmomn']
$MomTRNa,"""log(1.0 + ([$1yrmomN] / 100.0))""",['$1yrmomN']
$MomTRPa,"""log(1.0 + ([$1yrmomP] / 100.0))""",['$1yrmomP']
$EMquint,"""if(screen(score all: 5 by $ciqmcap2 within portfolio: MEMERGEF INDEX = 5),5.0,if(screen(score all: 5 by $ciqmcap2 within portfolio: MEMERGEF INDEX = 4),4.0,if(screen(score all: 5 by $ciqmcap2 within portfolio: MEMERGEF INDEX = 3),3.0,if(screen(score all: 5 by $ciqmcap2 within portfolio: MEMERGEF INDEX = 2),2.0,1.0))))""",['$ciqmcap2']
$emqint,"""screen(score all: 5 by MCAP within portfolio: MEMERGEF INDEX = 5)""",[]
$g12afcst,"""[$n12afcst] | [$e12afcst] | [$j12afcst] | [$p12afcst] | [$m12afcst]""",['$e12afcst' '$j12afcst' '$m12afcst' '$n12afcst' '$p12afcst']
$medvol30,"""[MEDVOL 30 hi:6]""",[]
$AICcnty,"""[$ITGcoef2 group: CNTYMS median within portfolio: EMUNIV10]""",['$ITGcoef2']
$AICreg,"""if(screen($AICcnty = N.A.),[$ITGcoef2 group: $gregion3 median within portfolio: EMUNIV10],[$AICcnty])""",['$AICcnty' '$ITGcoef2' '$gregion3']
$AITGcoef,"""[$AICcomb] / [PRICE]""",['$AICcomb']
$ITGcoef2,"""[$ITGcor2]""",['$ITGcor2']
$ssshs,"""if([$ssshsd],[$ssshsd],[$ssshst])""",['$ssshsd' '$ssshst']
$AICcomb,"""if(screen($AICreg = N.A.),1.0,[$AICreg])""",['$AICreg']
$medDolv,"""[PRICE] x [$medvol30]""",['$medvol30']
$na12fcst,"""[$n12kfraw]""",['$n12kfraw']
$eu12fcst,"""[$ime7fcst]""",['$ime7fcst']
$jp12fcst,"""[$j12kfraw]""",['$j12kfraw']
$pc12fcst,"""[$p12kfraw]""",['$p12kfraw']
$em12fcst,"""[$m12kfraw]""",['$m12kfraw']
$apgfcst,"""[$mm4fcst] | [$apgraw]""",['$apgraw' '$mm4fcst']
$apgfcst2,"""if([$ii19fcst],[$ii19fcst],[$apgfcst])""",['$apgfcst' '$ii19fcst']
$gd12fcst,"""[$na12fcst] | [$eu12fcst] | [$jp12fcst] | [$pc12fcst] | [$em12fcst]""",['$em12fcst' '$eu12fcst' '$jp12fcst' '$na12fcst' '$pc12fcst']
$Clnqbook,"""if(screen($qbook > 0),[$qbook],0.0)""",['$qbook']
$csM550,"""[$csM5fcst] x 50.0""",['$csM5fcst']
$sqrtwtd,"""sqrt([PMKVAL in SAP500 INDEX])""",[]
$sqrtwtg,"""sqrt([PMKVAL in RUSS1GRO INDEX])""",[]
$3yrMomG,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: GALCUNIV],[RETT from PDM-36 to PD])""",[]
$1yrMomG,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: GALCUNIV],[MOMENTUM])""",[]
$EdAdjGA,"""[$gd12fcst] / 50.0""",['$gd12fcst']
$gYield,"""if(screen(HOLDINGS in EMMKTMLM > 0),[$MSGRUYLD],[YIELD])""",['$MSGRUYLD']
$emabsbin,"""if(screen(HOLDINGS in EMABS <> 0),1.0,0.0)""",[]
$oneprice,"""1.0 / [PMKVAL in EMABS]""",[]
$gdcAfcst,"""[$ndc1fcst] | [$edc1fcst] | [$mdc1fcst] | [$pdc1fcst] | [$jdc1fcst]""",['$edc1fcst' '$jdc1fcst' '$mdc1fcst' '$ndc1fcst' '$pdc1fcst']
$utilfix,"""if(screen( $utilDXL2 = N.A. | $utilDXL2 = 0),100.0,[$utilDXL2])""",['$utilDXL2']
$qpAsTRm,"""log(if(screen($qpensAst <= 0.007),0.007,[$qpensAst]))""",['$qpensAst']
$vl26wTRM,"""log(if(screen($vol26w <= 0.007),0.007,[$vol26w]))""",['$vol26w']
$gSTMTRM,"""log(1.0 + ([$gSTmom3] / 100.0))""",['$gSTmom3']
$g12gfcst,"""[$n2gcfcst] | [$e2gcfcst] | [$j2gcfcst] | [$p2gcfcst] | [$m2gcfcst]""",['$e2gcfcst' '$j2gcfcst' '$m2gcfcst' '$n2gcfcst' '$p2gcfcst']
$g12gfx50,"""[$g12gfcst] x 50.0""",['$g12gfcst']
$g1yrMM,"""log(1.0 + ([$g1yrmom3] / 100.0))""",['$g1yrmom3']
$g3yrMM,"""log(1.0 + ([$g3Yrmom3] / 100.0))""",['$g3Yrmom3']
$ibNI,"""if([$ibmnwest],[SHSO] x [$ibmnwest] / 1000.0,[$qni])""",['$ibmnwest' '$qni']
$tcemag,"""[$tceminh in WLDSRI01] x [MKVAL in WLDSRI01] x 1000.0""",['$tceminh']
$tceminB,"""(([$tcs1] + [$tcs2]) / ([$ciqmcap2] x 1000000.0)) x [MKVAL]""",['$ciqmcap2' '$tcs1' '$tcs2']
$ii19lag2,"""[$ii19fcst on PDD-10]""",['$ii19fcst']
$fg01fcst,"""[$ft19fcst] | [$ft20fcst] | [$ft21fcst] | [$ft22fcst] | [$ft23fcst] | [$ft24fcst]""",['$ft19fcst' '$ft20fcst' '$ft21fcst' '$ft22fcst' '$ft23fcst' '$ft24fcst']
$ACsize,"""if(screen(HOLDINGS in MACWRLDF > 0),1.0,0.0)""",[]
$EMcopad,"""if(screen($ITGcor3p < 0),[$ITGcor3p mean within portfolio: EMUNIV10] / [PRICE],[$ITGcor3p] / [PRICE])""",['$ITGcor3p']
$EMcgood,"""[$ITGcor3] / [PRICE]""",['$ITGcor3']
$flagNM,"""if(screen(REGION = NAMR),1.0,0.0)""",[]
$flagReg,"""if(screen(HOLDINGS in PLCUNIV2 > 0 & $flagPC = 1),1.0,0.0) + if(screen(HOLDINGS in JLCUNIV2 > 0 & $flagPC = 1),1.0,0.0) + if(screen(HOLDINGS in NAMUNIV2 > 0 & $flagNM = 1),1.0,0.0) + if(screen(HOLDINGS in EACUNIV3 > 0 & $flagEU = 1),1.0,0.0) + if(screen(HOLDINGS in EMUNIV10 > 0 & $flagALM = 1),1.0,0.0)""",['$flagALM' '$flagEU' '$flagNM' '$flagPC']
$flagEU,"""if(screen(REGION = EURO),1.0,0.0)""",[]
$flagPC,"""if(screen(REGION = PAC),1.0,0.0)""",[]
$flagALM,"""if(screen(REGION = ASIA,LATN,MEDI),1.0,0.0)""",[]
$fg02fcst,"""[$ft33fcst] | [$ft34fcst] | [$ft35fcst] | [$ft36fcst] | [$ft37fcst] | [$ft38fcst]""",['$ft33fcst' '$ft34fcst' '$ft35fcst' '$ft36fcst' '$ft37fcst' '$ft38fcst']
$jcPctMdv,"""[$medvol30] / [SHSO]""",['$medvol30']
$EdRegFlg,"""if(screen(HOLDINGS in PLCUNIV2 > 0 & $flagPC = 1),1.0,0.0) + if(screen(HOLDINGS in JLCUNIV2 > 0 & $flagPC = 1),1.0,0.0) + if(screen(HOLDINGS in NAMUNIV2 > 0 & $flagNM = 1),1.0,0.0) + if(screen(HOLDINGS in EACUNIV3 > 0 & $flagEU = 1),1.0,0.0) + if(screen(HOLDINGS in EMUNIV10 > 0 & $flagALM = 1),1.0,0.0)""",['$flagALM' '$flagEU' '$flagNM' '$flagPC']
$n12ffc50,"""[$n12ffcst] x 50.0""",['$n12ffcst']
$n12gfc50,"""[$n12gfcst] x 50.0""",['$n12gfcst']
$e12ffc50,"""[$e12ffcst] x 50.0""",['$e12ffcst']
$e12gfc50,"""[$e12gfcst] x 50.0""",['$e12gfcst']
$j12ffc50,"""[$j12ffcst] x 50.0""",['$j12ffcst']
$j12gfc50,"""[$j12gfcst] x 50.0""",['$j12gfcst']
$p12ffc50,"""[$p12ffcst] x 50.0""",['$p12ffcst']
$p12gfc50,"""[$p12gfcst] x 50.0""",['$p12gfcst']
$m12ffc50,"""[$m12ffcst] x 50.0""",['$m12ffcst']
$m12gfc50,"""[$m12gfcst] x 50.0""",['$m12gfcst']
$DiBP,"""if([$qtangbp4],([$qtangbp4] - [$qtangbp4 group: MSINDUS wtd_median within portfolio: RUSS3000 INDEX]) x 100.0,[$NA])""",['$NA' '$qtangbp4']
$DiMOM1y,"""if([MOMENTUM],[MOMENTUM] - [MOMENTUM group: MSINDUS wtd_mean within portfolio: RUSS3000 INDEX],[$NA])""",['$NA']
$qGP2TA,"""if(screen( $qgp = N.A. | $qbook = N.A. | $qliab = N.A.),[$NA],[$qgp] / ([$qbook] + [$qliab]))""",['$NA' '$qbook' '$qgp' '$qliab']
$DlogMCAP,"""if([$ciqmcap2],log([$ciqmcap2]),[$NA])""",['$NA' '$ciqmcap2']
$DiGP2TA,"""if([$qGP2TA],([$qGP2TA] - [$qGP2TA group: MSINDUS wtd_mean within portfolio: RUSS3000 INDEX]) x 100.0,[$NA])""",['$NA' '$qGP2TA']
$nonGC5u,"""0.0""",[]
$test,"""avg([$distress],[$distress on PDD-5],[$distress on PDD-10])""",['$distress']
$dxDysCvr,"""[$dmndQty] / [AVGDVOL 30]""",['$dmndQty']
$na12jdst,"""[$n12cfcst] x 50.0""",['$n12cfcst']
$jp12jdst,"""[$j12cfcst] x 50.0""",['$j12cfcst']
$pc12jdst,"""[$p12cfcst] x 50.0""",['$p12cfcst']
$em12jdst,"""[$m12cfcst] x 50.0""",['$m12cfcst']
$eu12jdst,"""[$e12cfcst] x 50.0""",['$e12cfcst']
$gd12jdst,"""[$na12jdst] | [$eu12jdst] | [$jp12jdst] | [$pc12jdst] | [$em12jdst]""",['$em12jdst' '$eu12jdst' '$jp12jdst' '$na12jdst' '$pc12jdst']
$acwigrp,"""if(screen(HOLDINGS in MACWRLDF INDEX > 0),1.0,[$NA])""",['$NA']
$utilnan,"""if([$actiUtil],if(screen($actiUtil <> 0),[$actiUtil],[$NA]),[$NA])""",['$NA' '$actiUtil']
$utillog,"""0.0""",[]
$vOnes,"""1.0""",[]
$msesgchf,"""[$msesgInd on PDY1] - [$msesgInd]""",['$msesgInd']
$ig6ARM,"""[$nin6ARM] | [$nie6ARMG] | [$nij6ARM] | [$nip6ARM] | [$nim6ARM]""",['$nie6ARMG' '$nij6ARM' '$nim6ARM' '$nin6ARM' '$nip6ARM']
$ig6appr,"""[$nin6appr] | [$nie6appr] | [$nij6appr] | [$nip6appr] | [$nim6appr]""",['$nie6appr' '$nij6appr' '$nim6appr' '$nin6appr' '$nip6appr']
$ig6tnbp,"""[$nin6tnbp] | [$nie6tnbp] | [$nij6tnbp] | [$nip6tnbp] | [$nim6tnbp]""",['$nie6tnbp' '$nij6tnbp' '$nim6tnbp' '$nin6tnbp' '$nip6tnbp']
$ig6dist,"""[$nin6dist] | [$nie6dist] | [$nij6dist] | [$nip6dist] | [$nim6dist]""",['$nie6dist' '$nij6dist' '$nim6dist' '$nin6dist' '$nip6dist']
$IMImcap,"""if(screen($ImiRmcap > 0),[$ImiRmcap],if(screen($IMIqmcap > 0),[$IMIqmcap],[MCAP]))""",['$IMIqmcap' '$ImiRmcap']
$IMImcap2,"""[$MImcap2]""",['$MImcap2']
$IMIcmbp,"""[$MIqbook] / [$MImcap2]""",['$MImcap2' '$MIqbook']
$IMItgbp,"""[$MItngbk] / [$MImcap2]""",['$MImcap2' '$MItngbk']
$IMIqtgbp,"""if(screen($IMItgbp = N.A.),[$IMIcmbp],[$IMItgbp])""",['$IMIcmbp' '$IMItgbp']
$qlcmfrvc,"""if(screen($qlcmfrvf > 100),100.0,if(screen($qlcmfrvf < 0),0.0,[$qlcmfrvf]))""",['$qlcmfrvf']
$cdsnorm,"""[$dynLever] + [$dynDistr]""",['$dynDistr' '$dynLever']
$SingleB,"""if(screen($distresp > portfolio: SINGBPOR mean),1.00,0.0)""",['$distresp']
$sqrtEAFE,"""sqrt([PMKVAL in MSCIEAFE INDEX])""",[]
$gNLever,"""[$nn4Lever] | [$nj4Lever] | [$np4Lever] | [$ne4Lever] | [$nm4Lever]""",['$ne4Lever' '$nj4Lever' '$nm4Lever' '$nn4Lever' '$np4Lever']
$gndistp,"""[$nn4distp] | [$nj4distp] | [$np4distp] | [$ne4distp] | [$nm4distp]""",['$ne4distp' '$nj4distp' '$nm4distp' '$nn4distp' '$np4distp']
$quadcalc,"""if(screen($EMcopad = N.A.),(if(screen($EMcgood = N.A.),(([PRICE] x [HOLDINGS]) x ([PRICE] x [HOLDINGS])),(([PRICE] x [HOLDINGS]) x ([PRICE] x [HOLDINGS]) x ([$EMcgood] / 100000000.0)))),(([PRICE] x [HOLDINGS]) x ([PRICE] x [HOLDINGS]) x ([$EMcopad] / 100000000.0)))""",['$EMcgood' '$EMcopad']
$ig6EQ,"""[$nin6EQ] | [$nie6EQ] | [$nij6EQ] | [$nip6EQ] | [$nim6EQ]""",['$nie6EQ' '$nij6EQ' '$nim6EQ' '$nin6EQ' '$nip6EQ']
$ig6enyd,"""[$nin6enyd] | [$nie6enyd] | [$nij6enyd] | [$nip6enyd] | [$nim6enyd]""",['$nie6enyd' '$nij6enyd' '$nim6enyd' '$nin6enyd' '$nip6enyd']
$EMcall,"""[$emqpadw] / [PRICE]""",['$emqpadw']
$ig6FgnR,"""[$nin6FgnR] | [$nie6FgnR]""",['$nie6FgnR' '$nin6FgnR']
$ig6Levr,"""[$nin6Levr] | [$nie6Levr] | [$nij6Levr] | [$nip6Levr] | [$nim6Levr]""",['$nie6Levr' '$nij6Levr' '$nim6Levr' '$nin6Levr' '$nip6Levr']
$saesgchb,"""[$saESGraw] - [$saESGraw on PDY-1]""",['$saESGraw']
$saesgchf,"""[$saESGraw on PDY1] - [$saESGraw]""",['$saESGraw']
$ig6mcap,"""[$nin6mcap] | [$nie6mcap] | [$nij6mcap] | [$nip6mcap] | [$nim6mcap]""",['$nie6mcap' '$nij6mcap' '$nim6mcap' '$nin6mcap' '$nip6mcap']
$ig6mom,"""[$nin6mom] | [$nie6mom] | [$nij6mom] | [$nip6mo] | [$nim6mom]""",['$nie6mom' '$nij6mom' '$nim6mom' '$nin6mom' '$nip6mo']
$ig6Pens,"""[$nin6Pens] | [$nie6Pens]""",['$nie6Pens' '$nin6Pens']
$ig6npm,"""[$nin6npm] | [$nie6npm] | [$nij6npm] | [$nip6npm] | [$nim6npm]""",['$nie6npm' '$nij6npm' '$nim6npm' '$nin6npm' '$nip6npm']
$ig6Reg,"""[$nin6Reg] | [$nie6Reg] | [$nij6Reg] | [$nip6Reg] | [$nim6Reg]""",['$nie6Reg' '$nij6Reg' '$nim6Reg' '$nin6Reg' '$nip6Reg']
$ig6stmo,"""[$nin6stmo] | [$nie6stmo] | [$nij6stmo] | [$nip6stmo]""",['$nie6stmo' '$nij6stmo' '$nin6stmo' '$nip6stmo']
$gdC1fcst,"""[$fn01fcst] | [$fe01fcst] | [$fm01fcst] | [$fj01fcst] | [$fp01fcst]""",['$fe01fcst' '$fj01fcst' '$fm01fcst' '$fn01fcst' '$fp01fcst']
$m12afc50,"""[$m12afcst] x 50.0""",['$m12afcst']
$gdC2fcst,"""[$fn02fcst] | [$fe02fcst] | [$fm02fcst] | [$fp02fcst] | [$fj02fcst]""",['$fe02fcst' '$fj02fcst' '$fm02fcst' '$fn02fcst' '$fp02fcst']
$ig6shog,"""[$nin6shog] | [$nie6shog] | [$nij6shog] | [$nip6shog]""",['$nie6shog' '$nij6shog' '$nin6shog' '$nip6shog']
$ig6Shrt,"""[$nin6Shrt] | [$nie6Shrt] | [$nij6Shrt] | [$nip6Shrt]""",['$nie6Shrt' '$nij6Shrt' '$nin6Shrt' '$nip6Shrt']
$ig63ymo,"""[$nin63ymo] | [$nie63ymo] | [$nij63ymo] | [$nip63ymo] | [$nim63ymo]""",['$nie63ymo' '$nij63ymo' '$nim63ymo' '$nin63ymo' '$nip63ymo']
$ig6torp,"""[$nin6torp] | [$nie6torp] | [$nij6torp] | [$nip6torp] | [$nim6torp]""",['$nie6torp' '$nij6torp' '$nim6torp' '$nin6torp' '$nip6torp']
$ig6Vol,"""[$nin6Vol] | [$nie6Vol] | [$nij6Vol] | [$nip6Vol] | [$nim6Vol]""",['$nie6Vol' '$nij6Vol' '$nim6Vol' '$nin6Vol' '$nip6Vol']
$ig6Yld,"""[$nin6Yld] | [$nie6Yld] | [$nij6Yld] | [$nip6Yld] | [$nim6Yld]""",['$nie6Yld' '$nij6Yld' '$nim6Yld' '$nin6Yld' '$nip6Yld']
$nigrow5,"""([$qni] - [$qni on PDY-5]) / abs([$qni on PDY-5])""",['$qni']
$nigrow3,"""([$qni] - [$qni on PDY-3]) / abs([$qni on PDY-3])""",['$qni']
$nigrow1,"""([$qni] - [$qni on PDY-1]) / abs([$qni on PDY-1])""",['$qni']
$nigr5wt,"""[$nigrow5] x ([PMKVAL] / 100.0)""",['$nigrow5']
$DDcomb1,"""[$DDfac1S] + [$DDidio1]""",['$DDfac1S' '$DDidio1']
$DDfac1S,"""if([$DDfac1],[$DDfac1] / 3.0,[$NA])""",['$DDfac1' '$NA']
$MOCcnst,"""if(screen($volMOC = 0),1000000.0,(1.0 / [$volMOC]) x 1000000.0)""",['$volMOC']
$gd2Cfcst,"""[$fn02fcst] | [$fe02fcst] | [$fm02fcst] | [$fj02fcst] | [$fp02fcst]""",['$fe02fcst' '$fj02fcst' '$fm02fcst' '$fn02fcst' '$fp02fcst']
$gdcBfcst,"""[$ndc2fcst] | [$edc2fcst] | [$jdc2fcst] | [$pdc2fcst] | [$mdc2fcst]""",['$edc2fcst' '$jdc2fcst' '$mdc2fcst' '$ndc2fcst' '$pdc2fcst']
$gdC3fcst,"""[$fn02fcst] | [$fe02fcst] | [$fm02fcst] | [$fp02fcst] | [$fj02fcst]""",['$fe02fcst' '$fj02fcst' '$fm02fcst' '$fn02fcst' '$fp02fcst']
$liquidcl,"""[HOLDINGS] / [$volMOC] x 100.0""",['$volMOC']
$itgcor3w,"""[$ITGcor3] | [$ITGcor3p]""",['$ITGcor3' '$ITGcor3p']
$emqpad,"""[$itgcor3w] | [$itgcor3w on PDD-5] | [$itgcor3w on PDD-10] | [$itgcor3w on PDD-15] | [$itgcor3w on PDD-20] | [$ITGcor3 high within portfolio: MEMERGEF INDEX]""",['$ITGcor3' '$itgcor3w']
$emqpadw,"""if(screen($emqpad > 20000),20000.0,if(screen($emqpad < 0),[$emqpad mean within portfolio: MEMERGEF INDEX],[$emqpad]))""",['$emqpad']
$qcalc,"""if(screen($EMcall = N.A.),0.0002 x ([PRICE] x [HOLDINGS]) x ([PRICE] x [HOLDINGS]),([$EMcall] / 100000000.0) x ([PRICE] x [HOLDINGS]) x ([PRICE] x [HOLDINGS]))""",['$EMcall']
$ssNonGC,"""if(screen($ssfee > portfolio: MEURO14 INDEX median),1.0,0.0)""",['$ssfee']
$mcap,"""if([MCAP],[MCAP],0.0)""",[]
$suplyQty,"""[$dmndQty] / [$UtilNew]""",['$UtilNew' '$dmndQty']
$ITGcor9w,"""[$ITGcor9] | [$ITGcor9p]""",['$ITGcor9' '$ITGcor9p']
$scI1,"""[$csn1fcst] | [$scG1fcst] | [$scM1fcst] | [$scJ1fcst] | [$scA1fcst]""",['$csn1fcst' '$scA1fcst' '$scG1fcst' '$scJ1fcst' '$scM1fcst']
$nigr3wt,"""[$nigrow3] x ([PMKVAL] / 100.0)""",['$nigrow3']
$g12dfcst,"""([$n12dfcst] | [$e12dfcst] | [$j12dfcst] | [$p12dfcst] | [$m12dfcst]) x 50.0""",['$e12dfcst' '$j12dfcst' '$m12dfcst' '$n12dfcst' '$p12dfcst']
$mlseg1,"""[$scN4fcst] | [$scA4fcst] | [$scE4fcst] | [$scG4fcst] | [$scJ4fcst] | [$scM3fcst]""",['$scA4fcst' '$scE4fcst' '$scG4fcst' '$scJ4fcst' '$scM3fcst' '$scN4fcst']
$mls1fcst,"""[$scN4fcst] | [$scA4fcst] | [$scE4fcst] | [$scG4fcst] | [$scJ4fcst] | [$scM3fcst]""",['$scA4fcst' '$scE4fcst' '$scG4fcst' '$scJ4fcst' '$scM3fcst' '$scN4fcst']
$gdc4fcst,"""[$gdC2fcst] x 50.0""",['$gdC2fcst']
$mls2fcst,"""[$mls1fcst] x 50.0""",['$mls1fcst']
$EMQPAD9,"""[$ITGcor9w] | [$ITGcor9w on PDD-5] | [$ITGcor9w on PDD-10] | [$ITGcor9w on PDD-15] | [$ITGcor9w on PDD-20] | [$ITGcor9 high within portfolio: MEMERGEF INDEX]""",['$ITGcor9' '$ITGcor9w']
$EMQPADW9,"""if(screen($EMQPAD9 > 20000),20000.0,if(screen($EMQPAD9 < 0),[$EMQPAD9 mean within portfolio: MEMERGEF INDEX],[$EMQPAD9]))""",['$EMQPAD9']
$ednntst,"""[$nm2mom] | [$nn2mom]""",['$nm2mom' '$nn2mom']
$mlt6fcst,"""[$ml06fcst] x 50.0""",['$ml06fcst']
$momgl,"""([$nn2mom] | [$ne2mom] | [$nm2mom] | [$nj2mom] | [$np2mom])""",['$ne2mom' '$nj2mom' '$nm2mom' '$nn2mom' '$np2mom']
$eqgl,"""([$nn2EQ] | [$nj2EQ] | [$np2EQ] | [$ne2EQ] | [$nm2EQ])""",['$ne2EQ' '$nj2EQ' '$nm2EQ' '$nn2EQ' '$np2EQ']
$bpgl,"""[$nm2msbp] | [$ne2tnbp4] | [$np2tnbp4] | [$nj2tnbp4] | [$nn2tnbp4]""",['$ne2tnbp4' '$nj2tnbp4' '$nm2msbp' '$nn2tnbp4' '$np2tnbp4']
$DXqtySho,"""[$dmndQty] / [SHSO]""",['$dmndQty']
$mlt4fcst,"""[$ml04fcst] x 50.0""",['$ml04fcst']
$mlt5fcst,"""[$ml05fcst] x 50.0""",['$ml05fcst']
$mlt7fcst,"""[$ml07fcst] x 50.0""",['$ml07fcst']
$glfcZsc,"""([$wm4fcst] - [$wm4fcst mean within portfolio: MEMERGEF INDEX]) / [$wm4fcst stddev within portfolio: MEMERGEF INDEX]""",['$wm4fcst']
$gdfcZsc,"""([$gd13fcst] - [$gd13fcst mean within portfolio: MEMERGEF INDEX]) / [$gd13fcst stddev within portfolio: MEMERGEF INDEX]""",['$gd13fcst']
$mg2afcst,"""[$mn2afcst] | [$me2afcst] | [$mp2afcst] | [$mj2afcst] | [$mm2afcst]""",['$me2afcst' '$mj2afcst' '$mm2afcst' '$mn2afcst' '$mp2afcst']
$mg2aDA,"""[$mn2aDA] | [$me2aDA] | [$mp2aDA] | [$mj2aDA] | [$mm2aDA]""",['$me2aDA' '$mj2aDA' '$mm2aDA' '$mn2aDA' '$mp2aDA']
$mg2aDDR,"""[$mn2aDDR] | [$me2aDDR] | [$mp2aDDR] | [$mj2aDDR] | [$mm2aDDR]""",['$me2aDDR' '$mj2aDDR' '$mm2aDDR' '$mn2aDDR' '$mp2aDDR']
